name,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
Dashing Bloodsucker,{3}{B},4,Creature — Vampire Warrior,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, Dashing Bloodsucker gets +2/+0 and gains lifelink until end of turn.",2,5,['B'],['B'],['Eerie'],dsk,uncommon
Dazzling Theater // Prop Room,{3}{W} // {2}{W},7,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['W'],['W'],[],dsk,rare
Defiant Survivor,{2}{G},3,Creature — Human Survivor,"Survival — At the beginning of your second main phase, if Defiant Survivor is tapped, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",3,2,['G'],['G'],"['Manifest', 'Survival', 'Manifest dread']",dsk,uncommon
Defiled Crypt // Cadaver Lab,{3}{B} // {B},5,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['B'],['B'],[],dsk,uncommon
Demonic Counsel,{1}{B},2,Sorcery,"Search your library for a Demon card, reveal it, put it into your hand, then shuffle.
Delirium — If there are four or more card types among cards in your graveyard, instead search your library for any card, put it into your hand, then shuffle.",n/a,n/a,['B'],['B'],['Delirium'],dsk,rare
Derelict Attic // Widow's Walk,{2}{B} // {3}{B},7,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['B'],['B'],[],dsk,common
Dissection Tools,{5},5,Artifact — Equipment,"When Dissection Tools enters, manifest dread, then attach Dissection Tools to that creature.
Equipped creature gets +2/+2 and has deathtouch and lifelink.
Equip—Sacrifice a creature.",n/a,n/a,[],[],"['Manifest', 'Manifest dread', 'Equip']",dsk,rare
Disturbing Mirth,{B}{R},2,Enchantment,"When Disturbing Mirth enters, you may sacrifice another enchantment or creature. If you do, draw two cards.
When you sacrifice Disturbing Mirth, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",n/a,n/a,"['B', 'R']","['B', 'R']","['Manifest', 'Manifest dread']",dsk,uncommon
Diversion Specialist,{3}{R},4,Creature — Human Warrior,"Menace (This creature can't be blocked except by two or more creatures.)
{1}, Sacrifice another creature or enchantment: Exile the top card of your library. You may play it this turn.",4,3,['R'],['R'],['Menace'],dsk,uncommon
Dollmaker's Shop // Porcelain Gallery,{1}{W} // {4}{W}{W},8,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['W'],['W'],[],dsk,mythic
Don't Make a Sound,{1}{U},2,Instant,"Counter target spell unless its controller pays {2}. If they do, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",n/a,n/a,['U'],['U'],['Surveil'],dsk,common
Doomsday Excruciator,{B}{B}{B}{B}{B}{B},6,Creature — Demon,"Flying
When Doomsday Excruciator enters, if it was cast, each player exiles all but the bottom six cards of their library face down.
At the beginning of your upkeep, draw a card.",6,6,['B'],['B'],['Flying'],dsk,rare
Drag to the Roots,{2}{B}{G},4,Instant,"Delirium — This spell costs {2} less to cast as long as there are four or more card types among cards in your graveyard.
Destroy target nonland permanent.",n/a,n/a,"['B', 'G']","['B', 'G']",['Delirium'],dsk,uncommon
Duskmourn's Domination,{4}{U}{U},6,Enchantment — Aura,"Enchant creature
You control enchanted creature.
Enchanted creature gets -3/-0 and loses all abilities.",n/a,n/a,['U'],['U'],['Enchant'],dsk,uncommon
Emerge from the Cocoon,{4}{W},5,Sorcery,Return target creature card from your graveyard to the battlefield. You gain 3 life.,n/a,n/a,['W'],['W'],[],dsk,common
Enduring Courage,{2}{R}{R},4,Enchantment Creature — Dog Glimmer,"Whenever another creature you control enters, it gets +2/+0 and gains haste until end of turn.
When Enduring Courage dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",3,3,['R'],['R'],[],dsk,rare
Enduring Curiosity,{2}{U}{U},4,Enchantment Creature — Cat Glimmer,"Flash
Whenever a creature you control deals combat damage to a player, draw a card.
When Enduring Curiosity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",4,3,['U'],['U'],['Flash'],dsk,rare
Enduring Innocence,{1}{W}{W},3,Enchantment Creature — Sheep Glimmer,"Lifelink
Whenever one or more other creatures you control with power 2 or less enter, draw a card. This ability triggers only once each turn.
When Enduring Innocence dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",2,1,['W'],['W'],['Lifelink'],dsk,rare
Enduring Tenacity,{2}{B}{B},4,Enchantment Creature — Snake Glimmer,"Whenever you gain life, target opponent loses that much life.
When Enduring Tenacity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",4,3,['B'],['B'],[],dsk,rare
Enduring Vitality,{1}{G}{G},3,Enchantment Creature — Elk Glimmer,"Vigilance
Creatures you control have ""{T}: Add one mana of any color.""
When Enduring Vitality dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",3,3,['G'],['G'],['Vigilance'],dsk,rare
Enter the Enigma,{U},1,Sorcery,"Target creature can't be blocked this turn.
Draw a card.",n/a,n/a,['U'],['U'],[],dsk,common
Entity Tracker,{2}{U},3,Creature — Human Scout,"Flash
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, draw a card.",2,3,['U'],['U'],"['Flash', 'Eerie']",dsk,rare
Erratic Apparition,{2}{U},3,Creature — Spirit,"Flying, vigilance
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, Erratic Apparition gets +1/+1 until end of turn.",1,3,['U'],['U'],"['Flying', 'Vigilance', 'Eerie']",dsk,common
Etched Cornfield,,0,Land,"Etched Cornfield enters tapped unless a player has 13 or less life.
{T}: Add {G} or {W}.",n/a,n/a,[],"['G', 'W']",[],dsk,common
Ethereal Armor,{W},1,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+1 for each enchantment you control and has first strike.",n/a,n/a,['W'],['W'],['Enchant'],dsk,uncommon
Exorcise,{1}{W},2,Sorcery,"Exile target artifact, enchantment, or creature with power 4 or greater.",n/a,n/a,['W'],['W'],[],dsk,uncommon
Fanatic of the Harrowing,{3}{B},4,Creature — Human Cleric,"When Fanatic of the Harrowing enters, each player discards a card. If you discarded a card this way, draw a card.",2,2,['B'],['B'],[],dsk,common
Fear of Abduction,{4}{W}{W},6,Enchantment Creature — Nightmare,"As an additional cost to cast this spell, exile a creature you control.
Flying
When Fear of Abduction enters, exile target creature an opponent controls.
When Fear of Abduction leaves the battlefield, put each card exiled with it into its owner's hand.",5,5,['W'],['W'],['Flying'],dsk,uncommon
Fear of Being Hunted,{1}{R}{R},3,Enchantment Creature — Nightmare,"Haste
Fear of Being Hunted must be blocked if able.",4,2,['R'],['R'],['Haste'],dsk,uncommon
Fear of Burning Alive,{4}{R}{R},6,Enchantment Creature — Nightmare,"When Fear of Burning Alive enters, it deals 4 damage to each opponent.
Delirium — Whenever a source you control deals noncombat damage to an opponent, if there are four or more card types among cards in your graveyard, Fear of Burning Alive deals that amount of damage to target creature that player controls.",4,4,['R'],['R'],['Delirium'],dsk,uncommon
Fear of Exposure,{2}{G},3,Enchantment Creature — Nightmare,"As an additional cost to cast this spell, tap two untapped creatures and/or lands you control.
Trample",5,4,['G'],['G'],['Trample'],dsk,uncommon
Fear of Failed Tests,{4}{U},5,Enchantment Creature — Nightmare,"Whenever Fear of Failed Tests deals combat damage to a player, draw that many cards.",2,7,['U'],['U'],[],dsk,uncommon
Fear of Falling,{3}{U}{U},5,Enchantment Creature — Nightmare,"Flying
Whenever Fear of Falling attacks, target creature defending player controls gets -2/-0 and loses flying until your next turn.",4,4,['U'],['U'],['Flying'],dsk,uncommon
Fear of Immobility,{4}{W},5,Enchantment Creature — Nightmare,"When Fear of Immobility enters, tap up to one target creature. If an opponent controls that creature, put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",4,4,['W'],['W'],[],dsk,common
Fear of Impostors,{1}{U}{U},3,Enchantment Creature — Nightmare,"Flash
When Fear of Impostors enters, counter target spell. Its controller manifests dread. (That player looks at the top two cards of their library, then puts one onto the battlefield face down as a 2/2 creature and the other into their graveyard. If it's a creature card, it can be turned face up any time for its mana cost.)",3,2,['U'],['U'],['Flash'],dsk,uncommon
Fear of Infinity,{1}{U}{B},3,Enchantment Creature — Nightmare,"Flying, lifelink
Fear of Infinity can't block.
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, you may return Fear of Infinity from your graveyard to your hand.",2,2,"['B', 'U']","['B', 'U']","['Flying', 'Lifelink', 'Eerie']",dsk,uncommon
Fear of Isolation,{1}{U},2,Enchantment Creature — Nightmare,"As an additional cost to cast this spell, return a permanent you control to its owner's hand.
Flying",2,3,['U'],['U'],['Flying'],dsk,uncommon
Fear of Lost Teeth,{B},1,Enchantment Creature — Nightmare,"When Fear of Lost Teeth dies, it deals 1 damage to any target and you gain 1 life.",1,1,['B'],['B'],[],dsk,common
Fear of Missing Out,{1}{R},2,Enchantment Creature — Nightmare,"When Fear of Missing Out enters, discard a card, then draw a card.
Delirium — Whenever Fear of Missing Out attacks for the first time each turn, if there are four or more card types among cards in your graveyard, untap target creature. After this phase, there is an additional combat phase.",2,3,['R'],['R'],['Delirium'],dsk,rare
Fear of Surveillance,{1}{W},2,Enchantment Creature — Nightmare,"Vigilance
Whenever Fear of Surveillance attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",2,2,['W'],['W'],"['Surveil', 'Vigilance']",dsk,common
Fear of the Dark,{4}{B},5,Enchantment Creature — Nightmare,"Whenever Fear of the Dark attacks, if defending player controls no Glimmer creatures, it gains menace and deathtouch until end of turn. (A creature with menace can't be blocked except by two or more creatures.)",5,5,['B'],['B'],[],dsk,common
Final Vengeance,{B},1,Sorcery,"As an additional cost to cast this spell, sacrifice a creature or enchantment.
Exile target creature.",n/a,n/a,['B'],['B'],[],dsk,common
Flesh Burrower,{1}{G},2,Creature — Insect,"Deathtouch
Whenever Flesh Burrower attacks, another target creature you control gains deathtouch until end of turn.",2,2,['G'],['G'],['Deathtouch'],dsk,common
Floodfarm Verge,,0,Land,"{T}: Add {W}.
{T}: Add {U}. Activate only if you control a Plains or an Island.",n/a,n/a,[],"['U', 'W']",[],dsk,rare
Floodpits Drowner,{1}{U},2,Creature — Merfolk,"Flash
Vigilance
When Floodpits Drowner enters, tap target creature an opponent controls and put a stun counter on it.
{1}{U}, {T}: Shuffle Floodpits Drowner and target creature with a stun counter on it into their owners' libraries.",2,1,['U'],['U'],"['Vigilance', 'Flash']",dsk,uncommon
Forest,,0,Basic Land — Forest,({T}: Add {G}.),n/a,n/a,[],['G'],[],dsk,common
Found Footage,{1},1,Artifact — Clue,"You may look at face-down creatures your opponents control any time.
{2}, Sacrifice Found Footage: Surveil 2, then draw a card. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",n/a,n/a,[],[],['Surveil'],dsk,common
Frantic Strength,{2}{G},3,Enchantment — Aura,"Flash
Enchant creature
Enchanted creature gets +2/+2 and has trample.",n/a,n/a,['G'],['G'],"['Enchant', 'Flash']",dsk,common
Friendly Ghost,{3}{W},4,Creature — Spirit,"Flying
When Friendly Ghost enters, target creature gets +2/+4 until end of turn.",2,4,['W'],['W'],['Flying'],dsk,common
Friendly Teddy,{2},2,Artifact Creature — Bear Toy,"When Friendly Teddy dies, each player draws a card.",2,2,[],[],[],dsk,common
Funeral Room // Awakening Hall,{2}{B} // {6}{B}{B},11,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['B'],['B'],[],dsk,mythic
Get Out,{U}{U},2,Instant,"Choose one —
• Counter target creature or enchantment spell.
• Return one or two target creatures and/or enchantments you own to your hand.",n/a,n/a,['U'],['U'],[],dsk,uncommon
Ghostly Dancers,{3}{W}{W},5,Creature — Spirit,"Flying
When Ghostly Dancers enters, return an enchantment card from your graveyard to your hand or unlock a locked door of a Room you control.
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, create a 3/1 white Spirit creature token with flying.",2,5,['W'],['W'],"['Flying', 'Eerie']",dsk,rare
Ghostly Keybearer,{3}{U},4,Creature — Spirit,"Flying
Whenever Ghostly Keybearer deals combat damage to a player, unlock a locked door of up to one target Room you control.",3,3,['U'],['U'],['Flying'],dsk,uncommon
Ghost Vacuum,{1},1,Artifact,"{T}: Exile target card from a graveyard.
{6}, {T}, Sacrifice Ghost Vacuum: Put each creature card exiled with Ghost Vacuum onto the battlefield under your control with a flying counter on it. Each of them is a 1/1 Spirit in addition to its other types. Activate only as a sorcery.",n/a,n/a,[],[],[],dsk,rare
Give In to Violence,{1}{B},2,Instant,Target creature gets +2/+2 and gains lifelink until end of turn.,n/a,n/a,['B'],['B'],[],dsk,common
Glassworks // Shattered Yard,{2}{R} // {4}{R},8,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['R'],['R'],[],dsk,common
Glimmerburst,{3}{U},4,Instant,Draw two cards. Create a 1/1 white Glimmer enchantment creature token.,n/a,n/a,['U'],['U'],[],dsk,common
Glimmerlight,{2},2,Artifact — Equipment,"When Glimmerlight enters, create a 1/1 white Glimmer enchantment creature token.
Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",n/a,n/a,[],[],['Equip'],dsk,common
Glimmer Seeker,{2}{W},3,Creature — Human Survivor,"Survival — At the beginning of your second main phase, if Glimmer Seeker is tapped, draw a card if you control a Glimmer creature. If you don't control a Glimmer creature, create a 1/1 white Glimmer enchantment creature token.",3,3,['W'],['W'],['Survival'],dsk,uncommon
Gloomlake Verge,,0,Land,"{T}: Add {U}.
{T}: Add {B}. Activate only if you control an Island or a Swamp.",n/a,n/a,[],"['B', 'U']",[],dsk,rare
Grab the Prize,{1}{R},2,Sorcery,"As an additional cost to cast this spell, discard a card.
Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 damage to each opponent.",n/a,n/a,['R'],['R'],[],dsk,common
Grand Entryway // Elegant Rotunda,{1}{W} // {2}{W},5,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['W'],['W'],[],dsk,common
Grasping Longneck,{2}{G},3,Enchantment Creature — Horror,"Reach
When Grasping Longneck dies, you gain 2 life.",4,2,['G'],['G'],['Reach'],dsk,common
Greenhouse // Rickety Gazebo,{2}{G} // {3}{G},7,Enchantment — Room // Enchantment — Room,n/a,n/a,n/a,['G'],['G'],['Mill'],dsk,uncommon
Gremlin Tamer,{W}{U},2,Creature — Human Scout,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, create a 1/1 red Gremlin creature token.",2,2,"['U', 'W']","['U', 'W']",['Eerie'],dsk,uncommon
Grievous Wound,{3}{B}{B},5,Enchantment — Aura,"Enchant player
Enchanted player can't gain life.
Whenever enchanted player is dealt damage, they lose half their life, rounded up.",n/a,n/a,['B'],['B'],['Enchant'],dsk,rare
Growing Dread,{G}{U},2,Enchantment,"Flash
When Growing Dread enters, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
Whenever you turn a permanent face up, put a +1/+1 counter on it.",n/a,n/a,"['G', 'U']","['G', 'U']","['Manifest', 'Manifest dread', 'Flash']",dsk,uncommon
Hand That Feeds,{1}{R},2,Creature — Mutant,"Delirium — Whenever Hand That Feeds attacks while there are four or more card types among cards in your graveyard, it gets +2/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",2,2,['R'],['R'],['Delirium'],dsk,common
Hardened Escort,{2}{W},3,Creature — Human Soldier,"Whenever Hardened Escort attacks, another target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",2,4,['W'],['W'],[],dsk,common
Haunted Screen,{3},3,Artifact,"{T}: Add {W} or {B}.
{T}, Pay 1 life: Add {G}, {U}, or {R}.
{7}: Put seven +1/+1 counters on Haunted Screen. It becomes a 0/0 Spirit creature in addition to its other types. Activate only once.",n/a,n/a,[],"['B', 'G', 'R', 'U', 'W']",[],dsk,uncommon
Hauntwoods Shrieker,{1}{G}{G},3,Creature — Beast Mutant,"Whenever Hauntwoods Shrieker attacks, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
{1}{G}: Reveal target face-down permanent. If it's a creature card, you may turn it face up.",3,3,['G'],['G'],"['Manifest', 'Manifest dread']",dsk,mythic
Hedge Shredder,{2}{G}{G},4,Artifact — Vehicle,"Whenever Hedge Shredder attacks, you may mill two cards.
Whenever one or more land cards are put into your graveyard from your library, put them onto the battlefield tapped.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",5,5,['G'],['G'],"['Crew', 'Mill']",dsk,rare
Horrid Vigor,{1}{G},2,Instant,Target creature gains deathtouch and indestructible until end of turn.,n/a,n/a,['G'],['G'],[],dsk,common
House Cartographer,{1}{G},2,Creature — Human Scout Survivor,"Survival — At the beginning of your second main phase, if House Cartographer is tapped, reveal cards from the top of your library until you reveal a land card. Put that card into your hand and the rest on the bottom of your library in a random order.",2,2,['G'],['G'],['Survival'],dsk,uncommon
Hushwood Verge,,0,Land,"{T}: Add {G}.
{T}: Add {W}. Activate only if you control a Forest or a Plains.",n/a,n/a,[],"['G', 'W']",[],dsk,rare
